datetime_utc,temperature
20101113-12:00,23
20101113-15:00,20
20101113-18:00,20
20101113-21:00,19
20101114-00:00,18
20101114-03:00,19
20101114-06:00,25
20101114-09:00,28
20101114-12:00,25
20101114-15:00,22
20101114-18:00,21
20101115-00:00,19
20101115-03:00,19
20101115-06:00,28
20101115-12:00,24
20101115-15:00,22
20101115-18:00,20
20101115-21:00,20
20101116-00:00,20
20101116-03:00,20
20101116-06:00,25
20101116-09:00,25
20101116-15:00,21
20101116-18:00,20
20101116-21:00,20
20101117-00:00,19
20101117-03:00,20
20101117-06:00,
20101117-09:00,24
20101117-12:00,20
20101117-15:00,20
20101117-18:00,19
20101117-21:00,18
20101118-00:00,18
20101118-03:00,19
20101118-06:00,26
20101118-09:00,27
20101118-12:00,25
20101118-15:00,21
20101118-18:00,20
20101118-21:00,20
20101119-00:00,18
20101119-03:00,16
20101119-06:00,24
20101119-09:00,27
20101119-12:00,23
20101119-15:00,18
20101119-18:00,17
20101119-21:00,15
20101120-00:00,15
20101120-03:00,15
20101120-06:00,22
20101120-09:00,25
20101120-12:00,22
20101120-15:00,18
20101120-18:00,17
20101120-21:00,15
20101121-00:00,14
20101121-03:00,15
20101121-06:00,23
20101121-09:00,26
20101121-12:00,23
20101121-15:00,17
20101121-18:00,15
20101121-21:00,14
20101122-00:00,14
20101122-03:00,15
20101122-06:00,23
20101122-12:00,21
20101122-15:00,19
20101122-18:00,18
20101122-21:00,18
20101123-00:00,16
20101123-03:00,17
20101123-06:00,21
20101123-09:00,23
20101123-12:00,21
20101123-15:00,19
20101123-18:00,18
20101123-21:00,17
20101124-00:00,17
20101124-06:00,20
20101124-12:00,18
20101124-15:00,18
20101124-18:00,17
20101124-21:00,17
20101125-00:00,18
20101125-03:00,19
20101125-06:00,21
20101125-09:00,21
20101125-12:00,22
20101125-15:00,20
20101125-18:00,18
20101125-21:00,18
20101126-00:00,17
20101126-03:00,18
20101126-06:00,22
20101126-09:00,25
20101126-12:00,21
20101126-15:00,17
20101126-18:00,16
20101126-21:00,15
20101127-00:00,13
20101127-03:00,15
20101127-06:00,22
20101127-12:00,22
20101127-15:00,17
20101127-18:00,15
20101127-21:00,14
20101128-00:00,13
20101128-03:00,25
20101128-06:00,23
20101128-09:00,25
20101128-12:00,21
20101128-15:00,15
20101128-18:00,14
20101128-21:00,13
20101129-00:00,11
20101129-03:00,12
20101129-06:00,22
20101129-09:00,25
20101129-12:00,20
20101129-18:00,12
20101129-21:00,12
20101130-00:00,11
20101130-03:00,13
20101130-06:00,20
20101130-09:00,23
20101130-12:00,20
20101130-15:00,15
20101130-18:00,13
20101130-21:00,12
20101201-00:00,12
20101201-03:00,13
20101201-06:00,20
20101201-09:00,24
20101201-12:00,20
20101201-15:00,14
20101201-18:00,13
20101201-21:00,11
20101202-00:00,10
20101202-03:00,10
20101202-06:00,21
20101202-09:00,23
20101202-12:00,20
20101202-15:00,14
20101202-18:00,12
20101202-21:00,11
20101203-00:00,10
20101203-03:00,10
20101203-06:00,20
20101203-09:00,22
20101203-12:00,20
20101203-18:00,12
20101203-21:00,11
20101204-00:00,9
20101204-03:00,10
20101204-06:00,19
20101204-09:00,21
20101204-12:00,19
20101204-15:00,14
20101204-18:00,12
20101204-21:00,11
20101205-00:00,9
20101205-03:00,9
20101205-06:00,18
20101205-09:00,22
20101205-12:00,18
20101205-21:00,11
20101206-00:00,9
20101206-03:00,10
20101206-06:00,20
20101206-09:00,24
20101206-12:00,19
20101206-15:00,14
20101206-18:00,11
20101206-21:00,10
20101207-00:00,9
20101207-03:00,9
20101207-06:00,20
20101207-09:00,23
20101207-12:00,19
20101207-15:00,14
20101207-18:00,12
20101207-21:00,11
20101208-00:00,9
20101208-03:00,10
20101208-06:00,20
20101208-09:00,23
20101208-12:00,20
20101208-15:00,14
20101208-18:00,12
20101208-21:00,11
20101209-00:00,10
20101209-03:00,11
20101209-06:00,20
20101209-12:00,19
20101209-15:00,15
20101209-18:00,13
20101209-21:00,12
20101210-00:00,10
20101210-03:00,11
20101210-06:00,18
20101210-12:00,18
20101210-15:00,11
20101210-18:00,10
20101210-21:00,8
20101211-00:00,7
20101211-03:00,9
20101211-06:00,18
20101211-09:00,20
20101211-12:00,17
20101211-15:00,14
20101211-18:00,13
20101212-00:00,11
20101212-03:00,11
20101212-06:00,19
20101212-12:00,20
20101212-15:00,13
20101212-18:00,11
20101212-21:00,10
20101213-00:00,9
20101213-03:00,8
20101213-06:00,23
20101213-09:00,24
20101213-12:00,19
20101213-18:00,10
20101213-21:00,9
20101214-00:00,8
20101214-03:00,8
20101214-06:00,19
20101214-09:00,23
20101214-12:00,20
20101214-15:00,12
20101214-18:00,10
20101214-21:00,9
20101215-00:00,9
20101215-03:00,11
20101215-06:00,19
20101215-09:00,23
20101215-12:00,20
20101215-15:00,13
20101215-18:00,11
20101215-21:00,10
20101216-00:00,8
20101216-03:00,8
20101216-06:00,22
20101216-09:00,23
20101216-12:00,21
20101216-15:00,14
20101216-18:00,14
20101216-21:00,10
20101217-00:00,9
20101217-03:00,9
20101217-06:00,22
20101217-09:00,24
20101217-12:00,19
20101217-15:00,14
20101217-18:00,11
20101218-00:00,8
20101218-03:00,10
20101218-06:00,20
20101218-09:00,21
20101218-12:00,19
20101218-15:00,13
20101218-18:00,11
20101218-21:00,10
20101219-00:00,10
20101219-03:00,10
20101219-06:00,18
20101219-09:00,21
20101219-12:00,19
20101219-15:00,12
20101219-18:00,10
20101219-21:00,10
20101220-00:00,10
20101220-03:00,9
20101220-06:00,18
20101220-09:00,22
20101220-12:00,20
20101220-18:00,13
20101220-21:00,11
20101221-00:00,9
20101221-03:00,9
20101221-06:00,17
20101221-09:00,20
20101221-12:00,19
20101221-15:00,12
20101221-18:00,10
20101221-21:00,9
20101222-00:00,6
20101222-03:00,7
20101222-06:00,19
20101222-09:00,24
20101222-12:00,20
20101222-15:00,13
20101222-18:00,10
20101222-21:00,10
20101223-00:00,8
20101223-06:00,18
20101223-09:00,23
20101223-12:00,20
20101223-15:00,13
20101223-18:00,11
20101223-21:00,10
20101224-00:00,8
20101224-03:00,8
20101224-06:00,20
20101224-09:00,24
20101224-12:00,20
20101224-15:00,14
20101224-18:00,12
20101224-21:00,11
20101225-00:00,10
20101225-03:00,10
20101225-06:00,14
20101225-09:00,18
20101225-12:00,16
20101225-15:00,12
20101225-18:00,10
20101225-21:00,8
20101226-00:00,10
20101226-03:00,9
20101226-06:00,11
20101226-09:00,18
20101226-15:00,11
20101226-18:00,9
20101226-21:00,9
20101227-00:00,8
20101227-03:00,8
20101227-06:00,15
20101227-12:00,17
20101227-15:00,12
20101227-18:00,10
20101227-21:00,8
20101228-00:00,10
20101228-03:00,11
20101228-06:00,13
20101228-09:00,13
20101228-12:00,14
20101228-15:00,14
20101228-18:00,13
20101228-21:00,12
20101229-00:00,11
20101229-03:00,12
20101229-06:00,17
20101229-09:00,19
20101229-15:00,16
20101229-18:00,14
20101229-21:00,14
20101230-00:00,14
20101230-03:00,14
20101230-06:00,15
20101230-09:00,19
20101230-12:00,18
20101230-15:00,16
20101230-18:00,14
20101230-21:00,14
20101231-00:00,13
20101231-03:00,12
20101231-06:00,15
20101231-12:00,13
20101231-15:00,11
20101231-18:00,10
20101231-21:00,9
20110101-00:00,10
20110101-03:00,10
20110101-06:00,13
20110101-09:00,16
20110101-12:00,14
20110101-15:00,10
20110101-18:00,9
20110101-21:00,9
20110102-00:00,10
20110102-03:00,10
20110102-06:00,12
20110102-18:00,10
20110103-00:00,10
20110103-03:00,10
20110103-06:00,14
20110103-12:00,13
20110103-18:00,7
20110103-21:00,6
20110104-00:00,5
20110104-03:00,7
20110104-06:00,10
20110104-09:00,13
20110104-12:00,10
20110104-15:00,8
20110104-18:00,7
20110104-21:00,6
20110105-00:00,6
20110105-03:00,6
20110105-06:00,9
20110105-09:00,12
20110105-12:00,11
20110105-15:00,8
20110105-18:00,9
20110105-21:00,8
20110106-00:00,7
20110106-03:00,6
20110106-06:00,9
20110106-09:00,14
20110106-12:00,12
20110106-15:00,9
20110106-18:00,7
20110106-21:00,6
20110107-00:00,5
20110107-03:00,6
20110107-06:00,11
20110107-09:00,15
20110107-12:00,13
20110107-15:00,10
20110107-18:00,7
20110107-21:00,6
20110108-00:00,6
20110108-03:00,6
20110108-06:00,8
20110108-09:00,11
20110108-12:00,11
20110108-15:00,7
20110108-18:00,6
20110108-21:00,6
20110109-00:00,7
20110109-03:00,7
20110109-06:00,7
20110109-09:00,10
20110109-12:00,9
20110109-15:00,8
20110109-21:00,6
20110110-00:00,6
20110110-03:00,6
20110110-06:00,10
20110110-09:00,15
20110110-12:00,13
20110110-18:00,8
20110110-21:00,8
20110111-00:00,6
20110111-03:00,6
20110111-06:00,16
20110111-09:00,19
20110111-12:00,17
20110111-15:00,11
20110111-18:00,9
20110112-00:00,5
20110112-03:00,6
20110112-06:00,17
20110112-12:00,19
20110112-15:00,11
20110112-18:00,9
20110112-21:00,8
20110113-00:00,7
20110113-03:00,7
20110113-06:00,18
20110113-09:00,22
20110113-12:00,22
20110113-15:00,13
20110113-18:00,11
20110113-21:00,11
20110114-00:00,11
20110114-03:00,11
20110114-06:00,19
20110114-09:00,23
20110114-12:00,21
20110114-15:00,17
20110114-18:00,15
20110114-21:00,14
20110115-00:00,12
20110115-03:00,12
20110115-06:00,18
20110115-09:00,21
20110115-12:00,18
20110115-15:00,12
20110115-18:00,11
20110116-00:00,11
20110116-03:00,10
20110116-06:00,15
20110116-09:00,18
20110116-12:00,16
20110116-15:00,12
20110116-18:00,10
20110116-21:00,10
20110117-00:00,9
20110117-03:00,8
20110117-06:00,17
20110117-09:00,20
20110117-12:00,18
20110117-18:00,10
20110117-21:00,8
20110118-00:00,6
20110118-03:00,6
20110118-06:00,20
20110118-09:00,22
20110118-12:00,19
20110118-15:00,11
20110118-18:00,9
20110118-21:00,8
20110119-00:00,8
20110119-03:00,8
20110119-09:00,20
20110119-12:00,17
20110119-15:00,13
20110119-18:00,11
20110119-21:00,10
20110120-00:00,7
20110120-03:00,9
20110120-06:00,18
20110120-09:00,20
20110120-12:00,19
20110120-15:00,12
20110120-18:00,10
20110120-21:00,9
20110121-00:00,7
20110121-03:00,8
20110121-06:00,21
20110121-09:00,23
20110121-12:00,20
20110121-15:00,14
20110121-18:00,11
20110121-21:00,10
20110122-00:00,10
20110122-03:00,11
20110122-06:00,20
20110122-09:00,23
20110122-12:00,21
20110122-15:00,17
20110122-21:00,13
20110123-00:00,11
20110123-03:00,10
20110123-06:00,19
20110123-09:00,23
20110123-12:00,21
20110123-15:00,14
20110123-18:00,11
20110123-21:00,10
20110124-00:00,9
20110124-03:00,10
20110124-06:00,19
20110124-09:00,21
20110124-12:00,20
20110124-15:00,12
20110124-18:00,11
20110124-21:00,10
20110125-00:00,7
20110125-06:00,19
20110125-09:00,23
20110125-15:00,13
20110125-18:00,13
20110125-21:00,12
20110126-00:00,9
20110126-03:00,9
20110126-06:00,21
20110126-09:00,22
20110126-12:00,19
20110126-15:00,13
20110126-18:00,11
20110126-21:00,10
20110127-00:00,8
20110127-03:00,9
20110127-06:00,16
20110127-09:00,18
20110127-15:00,13
20110127-18:00,11
20110127-21:00,10
20110128-00:00,8
20110128-03:00,8
20110128-06:00,18
20110128-09:00,21
20110128-12:00,19
20110128-15:00,13
20110128-18:00,10
20110129-00:00,7
20110129-03:00,7
20110129-06:00,19
20110129-09:00,23
20110129-12:00,19
20110129-15:00,15
20110129-18:00,12
20110129-21:00,10
20110130-00:00,12
20110130-03:00,12
20110130-06:00,20
20110130-09:00,22
20110130-12:00,19
20110130-18:00,12
20110130-21:00,11
20110131-00:00,9
20110131-03:00,10
20110131-06:00,18
20110131-09:00,21
20110131-12:00,20
20110131-15:00,15
20110131-18:00,12
20110201-00:00,10
20110201-03:00,10
20110201-06:00,18
20110201-09:00,21
20110201-12:00,20
20110201-15:00,15
20110201-18:00,11
20110201-21:00,12
20110202-00:00,10
20110202-03:00,11
20110202-06:00,20
20110202-09:00,24
20110202-12:00,23
20110202-15:00,16
20110202-18:00,13
20110203-00:00,10
20110203-03:00,12
20110203-06:00,22
20110203-09:00,25
20110203-12:00,23
20110203-21:00,13
20110204-00:00,11
20110204-03:00,12
20110204-06:00,22
20110204-09:00,27
20110204-12:00,27
20110204-15:00,17
20110204-18:00,14
20110204-21:00,13
20110205-00:00,12
20110205-03:00,13
20110205-06:00,26
20110205-12:00,27
20110205-15:00,19
20110205-18:00,17
20110205-21:00,16
20110206-00:00,14
20110206-03:00,17
20110206-06:00,25
20110206-09:00,26
20110206-12:00,25
20110206-18:00,20
20110206-21:00,19
20110207-00:00,17
20110207-03:00,17
20110207-06:00,25
20110207-09:00,26
20110207-12:00,25
20110207-15:00,20
20110207-21:00,16
20110208-00:00,13
20110208-03:00,14
20110208-06:00,20
20110208-09:00,23
20110208-12:00,21
20110208-15:00,17
20110208-18:00,14
20110208-21:00,13
20110209-00:00,11
20110209-03:00,11
20110209-06:00,19
20110209-09:00,22
20110209-12:00,21
20110209-15:00,16
20110209-18:00,13
20110209-21:00,12
20110210-00:00,11
20110210-03:00,11
20110210-06:00,20
20110210-09:00,23
20110210-12:00,21
20110210-15:00,16
20110210-21:00,12
20110211-00:00,11
20110211-03:00,12
20110211-06:00,21
20110211-12:00,23
20110211-15:00,18
20110211-18:00,17
20110211-21:00,14
20110212-00:00,13
20110212-03:00,14
20110212-06:00,21
20110212-12:00,25
20110212-15:00,18
20110212-18:00,16
20110212-21:00,16
20110213-00:00,15
20110213-03:00,15
20110213-06:00,25
20110213-09:00,28
20110213-12:00,24
20110213-15:00,20
20110213-21:00,16
20110214-03:00,18
20110214-06:00,20
20110214-12:00,21
20110214-15:00,18
20110214-18:00,17
20110214-21:00,16
20110215-00:00,16
20110215-03:00,16
20110215-09:00,16
20110215-12:00,18
20110215-15:00,16
20110215-18:00,15
20110215-21:00,14
20110216-00:00,14
20110216-03:00,14
20110216-06:00,19
20110216-09:00,22
20110216-12:00,19
20110216-15:00,17
20110216-18:00,15
20110216-21:00,14
20110217-00:00,11
20110217-03:00,11
20110217-06:00,16
20110217-09:00,20
20110217-12:00,19
20110217-15:00,15
20110217-21:00,11
20110218-00:00,10
20110218-03:00,12
20110218-06:00,19
20110218-12:00,20
20110218-15:00,15
20110218-18:00,14
20110219-00:00,11
20110219-03:00,12
20110219-06:00,20
20110219-09:00,23
20110219-12:00,22
20110219-15:00,17
20110219-18:00,14
20110219-21:00,13
20110220-00:00,11
20110220-03:00,13
20110220-06:00,23
20110220-09:00,25
20110220-12:00,15
20110220-15:00,14
20110220-18:00,14
20110220-21:00,13
20110221-00:00,12
20110221-03:00,12
20110221-06:00,17
20110221-09:00,22
20110221-12:00,20
20110221-18:00,14
20110221-21:00,13
20110222-00:00,12
20110222-03:00,12
20110222-06:00,18
20110222-12:00,22
20110222-15:00,17
20110222-18:00,14
20110222-21:00,13
20110223-00:00,11
20110223-03:00,12
20110223-06:00,22
20110223-09:00,25
20110223-12:00,23
20110223-15:00,19
20110223-18:00,17
20110224-00:00,14
20110224-03:00,15
20110224-12:00,22
20110224-15:00,18
20110224-18:00,16
20110224-21:00,14
20110225-00:00,13
20110225-03:00,14
20110225-06:00,22
20110225-12:00,23
20110225-15:00,18
20110225-18:00,16
20110225-21:00,15
20110226-00:00,14
20110226-03:00,14
20110226-06:00,20
20110226-12:00,21
20110226-18:00,14
20110226-21:00,13
20110227-00:00,11
20110227-03:00,12
20110227-06:00,21
20110227-09:00,23
20110227-12:00,22
20110227-15:00,17
20110227-18:00,16
20110227-21:00,15
20110228-00:00,12
20110228-03:00,13
20110228-06:00,22
20110228-09:00,24
20110228-12:00,22
20110228-15:00,17
20110228-18:00,14
20110228-21:00,13
20110301-00:00,12
20110301-03:00,13
20110301-06:00,16
20110301-09:00,22
20110301-12:00,20
20110301-15:00,17
20110301-18:00,17
20110301-21:00,14
20110302-00:00,14
20110302-03:00,16
20110302-06:00,19
20110302-09:00,21
20110302-12:00,24
20110302-15:00,19
20110302-18:00,16
20110302-21:00,15
20110303-00:00,16
20110303-03:00,16
20110303-06:00,19
20110303-09:00,20
20110303-12:00,19
20110303-15:00,17
20110303-18:00,16
20110303-21:00,14
20110304-00:00,14
20110304-03:00,16
20110304-06:00,21
20110304-09:00,22
20110304-18:00,15
20110304-21:00,13
20110305-00:00,14
20110305-03:00,15
20110305-06:00,22
20110305-09:00,26
20110305-21:00,15
20110306-00:00,14
20110306-03:00,15
20110306-12:00,25
20110306-15:00,20
20110306-21:00,17
20110307-00:00,15
20110307-03:00,17
20110307-06:00,24
20110307-09:00,28
20110307-12:00,26
20110307-15:00,21
20110307-18:00,19
20110307-21:00,17
20110308-00:00,16
20110308-06:00,24
20110308-09:00,27
20110308-12:00,26
20110308-18:00,18
20110308-21:00,17
20110309-00:00,17
20110309-03:00,18
20110309-06:00,24
20110309-12:00,25
20110309-15:00,21
20110309-18:00,18
20110309-21:00,16
20110310-00:00,15
20110310-03:00,17
20110310-06:00,24
20110310-09:00,25
20110310-12:00,25
20110310-15:00,20
20110310-21:00,16
20110311-00:00,14
20110311-03:00,16
20110311-06:00,24
20110311-09:00,27
20110311-12:00,26
20110311-18:00,18
20110311-21:00,17
20110312-00:00,14
20110312-12:00,27
20110312-15:00,20
20110312-18:00,17
20110312-21:00,15
20110313-00:00,14
20110313-03:00,17
20110313-06:00,27
20110313-12:00,28
20110313-15:00,22
20110313-21:00,16
20110314-00:00,15
20110314-03:00,19
20110314-06:00,27
20110314-09:00,30
20110314-12:00,29
20110314-15:00,24
20110314-18:00,20
20110314-21:00,19
20110315-00:00,17
20110315-03:00,18
20110315-06:00,29
20110315-09:00,32
20110315-12:00,31
20110315-15:00,25
20110315-18:00,21
20110315-21:00,19
20110316-03:00,20
20110316-06:00,29
20110316-09:00,32
20110316-12:00,31
20110316-15:00,25
20110316-18:00,20
20110316-21:00,19
20110317-00:00,19
20110317-03:00,21
20110317-06:00,28
20110317-09:00,32
20110317-12:00,32
20110317-18:00,22
20110317-21:00,20
20110318-00:00,19
20110318-03:00,22
20110318-06:00,30
20110318-09:00,33
20110318-12:00,32
20110318-18:00,23
20110318-21:00,22
20110319-00:00,20
20110319-03:00,22
20110319-06:00,30
20110319-09:00,35
20110319-12:00,33
20110319-15:00,27
20110319-18:00,23
20110319-21:00,22
20110320-00:00,21
20110320-03:00,22
20110320-06:00,30
20110320-09:00,33
20110320-12:00,32
20110320-15:00,24
20110320-18:00,24
20110320-21:00,22
20110321-00:00,19
20110321-03:00,20
20110321-06:00,28
20110321-09:00,29
20110321-12:00,28
20110321-18:00,20
20110321-21:00,19
20110322-00:00,16
20110322-03:00,20
20110322-09:00,33
20110322-12:00,32
20110322-15:00,24
20110322-21:00,19
20110323-00:00,18
20110323-03:00,22
20110323-06:00,32
20110323-12:00,32
20110323-21:00,22
20110324-00:00,22
20110324-03:00,22
20110324-06:00,31
20110324-09:00,33
20110324-12:00,31
20110324-15:00,25
20110324-18:00,22
20110324-21:00,22
20110325-00:00,20
20110325-03:00,22
20110325-06:00,29
20110325-09:00,33
20110325-12:00,32
20110325-18:00,22
20110325-21:00,20
20110326-00:00,19
20110326-03:00,23
20110326-06:00,31
20110326-12:00,33
20110326-15:00,25
20110326-18:00,22
20110326-21:00,22
20110327-00:00,20
20110327-03:00,24
20110327-06:00,33
20110327-09:00,35
20110327-12:00,34
20110327-15:00,27
20110327-18:00,24
20110327-21:00,22
20110328-00:00,21
20110328-03:00,25
20110328-06:00,32
20110328-12:00,33
20110328-15:00,28
20110328-18:00,26
20110328-21:00,24
20110329-00:00,23
20110329-03:00,25
20110329-06:00,29
20110329-09:00,32
20110329-12:00,31
20110329-15:00,28
20110329-18:00,26
20110329-21:00,24
20110330-00:00,20
20110330-03:00,21
20110330-06:00,29
20110330-12:00,32
20110330-15:00,25
20110330-18:00,22
20110330-21:00,21
20110331-00:00,20
20110331-03:00,23
20110331-06:00,30
20110331-12:00,32
20110331-15:00,27
20110331-18:00,25
20110331-21:00,23
20110401-00:00,22
20110401-03:00,23
20110401-06:00,30
20110401-09:00,33
20110401-15:00,26
20110401-18:00,25
20110401-21:00,24
20110402-00:00,23
20110402-03:00,25
20110402-06:00,32
20110402-09:00,34
20110402-12:00,32
20110402-15:00,25
20110402-18:00,23
20110402-21:00,22
20110403-00:00,21
20110403-03:00,22
20110403-06:00,28
20110403-09:00,31
20110403-12:00,30
20110403-15:00,27
20110403-18:00,24
20110404-00:00,17
20110404-03:00,22
20110404-06:00,29
20110404-09:00,31
20110404-12:00,31
20110404-15:00,24
20110404-18:00,20
20110404-21:00,19
20110405-00:00,17
20110405-03:00,23
20110405-09:00,34
20110405-12:00,34
20110405-15:00,27
20110405-18:00,23
20110405-21:00,22
20110406-00:00,17
20110406-03:00,21
20110406-06:00,
20110406-09:00,34
20110406-12:00,33
20110406-15:00,24
20110406-18:00,22
20110406-21:00,21
20110407-00:00,19
20110407-03:00,24
20110407-06:00,31
20110407-09:00,33
20110407-12:00,30
20110407-15:00,25
20110407-18:00,22
20110407-21:00,21
20110408-00:00,19
20110408-03:00,23
20110408-06:00,30
20110408-09:00,
20110408-12:00,32
20110408-15:00,27
20110408-18:00,24
20110408-21:00,23
20110409-00:00,19
20110409-03:00,24
20110409-06:00,32
20110409-09:00,34
20110409-15:00,28
20110409-18:00,24
20110409-21:00,23
20110410-00:00,23
20110410-03:00,23
20110410-06:00,26
20110410-09:00,31
20110410-12:00,30
20110410-15:00,26
20110410-18:00,23
20110410-21:00,22
20110411-00:00,21
20110411-03:00,25
20110411-06:00,31
20110411-09:00,35
20110411-15:00,26
20110411-18:00,25
20110411-21:00,24
20110412-03:00,25
20110412-06:00,28
20110412-09:00,33
20110412-12:00,32
20110412-15:00,27
20110412-18:00,25
20110412-21:00,24
20110413-00:00,22
20110413-03:00,24
20110413-06:00,30
20110413-09:00,33
20110413-12:00,34
20110413-15:00,27
20110413-18:00,24
20110413-21:00,23
20110414-00:00,21
20110414-03:00,24
20110414-06:00,33
20110414-09:00,35
20110414-12:00,34
20110414-15:00,27
20110414-18:00,24
20110414-21:00,23
20110415-00:00,22
20110415-03:00,26
20110415-06:00,34
20110415-09:00,35
20110415-12:00,35
20110415-15:00,29
20110415-18:00,26
20110416-00:00,22
20110416-03:00,25
20110416-06:00,30
20110416-09:00,34
20110416-12:00,35
20110416-15:00,28
20110416-18:00,29
20110416-21:00,25
20110417-00:00,25
20110417-03:00,23
20110417-06:00,27
20110417-12:00,26
20110417-15:00,23
20110417-18:00,23
20110417-21:00,22
20110418-00:00,20
20110418-03:00,24
20110418-09:00,34
20110418-12:00,33
20110418-15:00,26
20110418-18:00,26
20110418-21:00,24
20110419-00:00,21
20110419-03:00,23
20110419-06:00,32
20110419-09:00,34
20110419-12:00,33
20110419-15:00,27
20110419-18:00,26
20110419-21:00,24
20110420-00:00,19
20110420-03:00,25
20110420-09:00,34
20110420-12:00,35
20110420-15:00,28
20110420-18:00,24
20110420-21:00,23
20110421-00:00,20
20110421-03:00,26
20110421-06:00,33
20110421-09:00,36
20110421-12:00,35
20110421-15:00,27
20110421-18:00,28
20110422-00:00,20
20110422-06:00,33
20110422-09:00,36
20110422-15:00,28
20110422-18:00,24
20110423-00:00,21
20110423-03:00,26
20110423-06:00,35
20110423-09:00,37
20110423-15:00,28
20110423-18:00,25
20110423-21:00,23
20110424-03:00,29
20110424-06:00,36
20110424-09:00,38
20110424-12:00,37
20110424-15:00,29
20110424-18:00,27
20110424-21:00,24
20110425-00:00,24
20110425-03:00,28
20110425-06:00,38
20110425-09:00,40
20110425-12:00,39
20110425-15:00,31
20110425-21:00,26
20110426-00:00,27
20110426-03:00,28
20110426-09:00,36
20110426-15:00,30
20110426-18:00,27
20110427-00:00,24
20110427-03:00,27
20110427-15:00,30
20110427-21:00,26
20110428-00:00,26
20110428-03:00,30
20110428-06:00,37
20110428-09:00,39
20110428-12:00,39
20110428-15:00,33
20110428-18:00,30
20110428-21:00,27
20110429-00:00,27
20110429-03:00,32
20110429-06:00,39
20110429-09:00,40
20110429-12:00,39
20110429-15:00,32
20110429-21:00,29
20110430-00:00,29
20110430-06:00,38
20110430-09:00,40
20110430-12:00,40
20110430-15:00,32
20110430-18:00,29
20110430-21:00,28
20110501-00:00,28
20110501-03:00,31
20110501-06:00,39
20110501-09:00,40
20110501-12:00,40
20110501-15:00,36
20110501-18:00,32
20110501-21:00,28
20110502-00:00,26
20110502-03:00,31
20110502-06:00,38
20110502-09:00,40
20110502-12:00,39
20110502-15:00,34
20110502-18:00,31
20110502-21:00,28
20110503-00:00,27
20110503-03:00,31
20110503-09:00,41
20110503-12:00,41
20110503-15:00,34
20110503-21:00,31
20110504-00:00,29
20110504-03:00,31
20110504-06:00,32
20110504-09:00,38
20110504-12:00,39
20110504-15:00,35
20110504-18:00,32
20110504-21:00,31
20110505-00:00,30
20110505-06:00,30
20110505-09:00,36
20110505-12:00,38
20110505-15:00,34
20110505-18:00,29
20110505-21:00,26
20110506-00:00,25
20110506-03:00,29
20110506-06:00,36
20110506-09:00,38
20110506-12:00,35
20110506-15:00,27
20110506-18:00,27
20110506-21:00,27
20110507-00:00,24
20110507-03:00,28
20110507-06:00,34
20110507-09:00,35
20110507-12:00,36
20110507-15:00,32
20110507-18:00,30
20110507-21:00,28
20110508-00:00,25
20110508-03:00,30
20110508-06:00,36
20110508-09:00,38
20110508-12:00,38
20110508-15:00,32
20110508-18:00,28
20110508-21:00,27
20110509-00:00,28
20110509-03:00,32
20110509-06:00,38
20110509-09:00,41
20110509-12:00,41
20110509-15:00,33
20110509-18:00,29
20110509-21:00,28
20110510-00:00,31
20110510-03:00,33
20110510-06:00,38
20110510-09:00,42
20110510-12:00,41
20110510-15:00,34
20110510-18:00,31
20110510-21:00,30
20110511-00:00,28
20110511-03:00,34
20110511-06:00,38
20110511-09:00,41
20110511-12:00,42
20110511-15:00,35
20110511-18:00,31
20110511-21:00,34
20110512-00:00,31
20110512-03:00,34
20110512-06:00,40
20110512-09:00,42
20110512-12:00,43
20110512-15:00,36
20110512-18:00,33
20110512-21:00,31
20110513-00:00,30
20110513-03:00,30
20110513-06:00,37
20110513-09:00,40
20110513-12:00,38
20110513-15:00,34
20110513-18:00,32
20110513-21:00,29
20110514-00:00,29
20110514-03:00,32
20110514-06:00,38
20110514-09:00,40
20110514-21:00,29
20110515-00:00,29
20110515-12:00,42
20110515-15:00,35
20110515-18:00,30
20110515-21:00,29
20110516-00:00,28
20110516-03:00,32
20110516-06:00,37
20110516-09:00,40
20110516-12:00,40
20110516-15:00,34
20110516-18:00,31
20110516-21:00,30
20110517-00:00,29
20110517-03:00,33
20110517-06:00,39
20110517-09:00,43
20110517-12:00,43
20110517-15:00,35
20110517-18:00,32
20110517-21:00,32
20110518-00:00,32
20110518-03:00,33
20110518-06:00,38
20110518-09:00,42
20110518-12:00,42
20110519-00:00,30
20110519-03:00,33
20110519-06:00,39
20110519-12:00,41
20110519-15:00,36
20110519-18:00,31
20110520-00:00,28
20110520-03:00,30
20110520-06:00,35
20110520-09:00,39
20110520-12:00,40
20110520-15:00,35
20110520-18:00,32
20110520-21:00,27
20110521-00:00,27
20110521-03:00,31
20110521-06:00,23
20110521-09:00,30
20110521-12:00,30
20110521-15:00,29
20110521-18:00,24
20110521-21:00,21
20110522-00:00,21
20110522-03:00,25
20110522-06:00,31
20110522-09:00,29
20110522-12:00,25
20110522-15:00,24
20110522-18:00,23
20110522-21:00,22
20110523-00:00,22
20110523-03:00,28
20110523-06:00,33
20110523-09:00,36
20110523-12:00,36
20110523-15:00,31
20110523-21:00,28
20110524-00:00,27
20110524-03:00,32
20110524-06:00,37
20110524-09:00,40
20110524-12:00,40
20110524-15:00,34
20110524-18:00,32
